,fecha_hechos,delito,alcaldia_hechos,latitud,longitud,text
9209,2017-09-16 12:00:00,ABS,GUSTAVO A MADERO,19.5212557689572,-99.15202130103071,"Abuso, 2017-09-16 12:00:00"
9210,2017-09-18 14:50:00,ABS,VENUSTIANO CARRANZA,19.4246891965634,-99.0881684946151,"Abuso, 2017-09-18 14:50:00"
9211,2017-09-19 05:30:00,ABS,IZTAPALAPA,19.373749166417802,-99.02851931933179,"Abuso, 2017-09-19 05:30:00"
9212,2017-09-19 11:00:00,ABS,COYOACAN,19.337963415601,-99.1400019426346,"Abuso, 2017-09-19 11:00:00"
9213,2017-09-21 07:45:00,ABS,GUSTAVO A MADERO,19.492770119498196,-99.0685869082341,"Abuso, 2017-09-21 07:45:00"
9214,2017-08-09 15:00:00,ABS,IZTAPALAPA,19.352704727949604,-99.0564174573357,"Abuso, 2017-08-09 15:00:00"
9215,2017-08-30 12:00:00,ABS,COYOACAN,19.344166499833502,-99.18131479999991,"Abuso, 2017-08-30 12:00:00"
9216,2017-09-22 14:30:00,ABS,ALVARO OBREGON,19.3107581275695,-99.2009627558564,"Abuso, 2017-09-22 14:30:00"
9217,2017-09-23 00:15:00,ABS,GUSTAVO A MADERO,19.495508653559398,-99.0730564790003,"Abuso, 2017-09-23 00:15:00"
9218,2017-09-25 08:15:00,ABS,CUAUHTEMOC,19.408591041215104,-99.1336921431003,"Abuso, 2017-09-25 08:15:00"
9219,2010-12-25 05:00:00,ABS,ALVARO OBREGON,19.354865348997397,-99.2516690889489,"Abuso, 2010-12-25 05:00:00"
9220,2017-09-27 14:00:00,ABS,BENITO JUAREZ,19.3957071155993,-99.1496256768013,"Abuso, 2017-09-27 14:00:00"
9221,2013-10-10 22:00:00,ABS,IZTAPALAPA,19.351354720425398,-98.99999257956091,"Abuso, 2013-10-10 22:00:00"
9222,2017-09-29 12:30:00,ABS,IZTAPALAPA,19.333904941745,-99.0178963680743,"Abuso, 2017-09-29 12:30:00"
9223,2017-09-29 08:30:00,ABS,MIGUEL HIDALGO,19.454656021307798,-99.19314712926241,"Abuso, 2017-09-29 08:30:00"
9224,2018-09-14 19:45:00,ABS,CUAUHTEMOC,19.4087142966637,-99.13400270018292,"Abuso, 2018-09-14 19:45:00"
9225,2018-09-13 11:30:00,ABS,IZTACALCO,19.4123698991378,-99.0651047000918,"Abuso, 2018-09-13 11:30:00"
9226,2018-09-16 12:08:00,ABS,CUAUHTEMOC,19.4341157826524,-99.135118179981,"Abuso, 2018-09-16 12:08:00"
9227,2018-09-16 03:30:00,ABS,CUAUHTEMOC,19.4131568715097,-99.1744837676182,"Abuso, 2018-09-16 03:30:00"
9228,2018-09-14 09:30:00,ABS,MIGUEL HIDALGO,19.4445284988802,-99.18965632677592,"Abuso, 2018-09-14 09:30:00"
9229,2018-08-22 13:00:00,ABS,BENITO JUAREZ,19.3898940688888,-99.176532220353,"Abuso, 2018-08-22 13:00:00"
9230,2018-09-17 16:58:00,ABS,CUAUHTEMOC,19.425938372102898,-99.1327760367152,"Abuso, 2018-09-17 16:58:00"
9231,2018-09-17 16:30:00,ABS,CUAUHTEMOC,19.4430181476163,-99.14535780249929,"Abuso, 2018-09-17 16:30:00"
9232,2018-09-18 16:45:00,ABS,CUAUHTEMOC,19.4294512853516,-99.1352729637059,"Abuso, 2018-09-18 16:45:00"
9233,2018-09-18 21:30:00,ABS,CUAUHTEMOC,19.4589958056469,-99.1336585195813,"Abuso, 2018-09-18 21:30:00"
9234,2018-09-01 15:00:00,ABS,ALVARO OBREGON,19.379318405343,-99.20683290970791,"Abuso, 2018-09-01 15:00:00"
9235,2018-09-19 06:40:00,ABS,TLALPAN,19.264491675478197,-99.1717853390491,"Abuso, 2018-09-19 06:40:00"
9236,2018-09-20 06:20:00,ABS,VENUSTIANO CARRANZA,19.4300626439125,-99.1152766564883,"Abuso, 2018-09-20 06:20:00"
9237,2018-09-15 22:30:00,ABS,CUAUHTEMOC,19.4168083793099,-99.1469333828685,"Abuso, 2018-09-15 22:30:00"
9238,2017-11-11 15:00:00,ABS,ALVARO OBREGON,19.3469427953673,-99.22660129981729,"Abuso, 2017-11-11 15:00:00"
9239,2018-09-19 18:20:00,ABS,CUAUHTEMOC,19.4197969779759,-99.167591728391,"Abuso, 2018-09-19 18:20:00"
9240,2018-09-20 15:00:00,ABS,ALVARO OBREGON,19.3760408307537,-99.21197823638549,"Abuso, 2018-09-20 15:00:00"
9241,2018-09-19 17:00:00,ABS,IZTAPALAPA,19.3051441112564,-99.066064391395,"Abuso, 2018-09-19 17:00:00"
9242,2018-09-22 04:00:00,ABS,MIGUEL HIDALGO,19.4323235043523,-99.19762079789841,"Abuso, 2018-09-22 04:00:00"
9243,2018-09-22 15:00:00,ABS,GUSTAVO A MADERO,19.4991493768322,-99.08605696551979,"Abuso, 2018-09-22 15:00:00"
9244,2018-09-22 19:00:00,ABS,TLALPAN,19.1880072967632,-99.1459930000054,"Abuso, 2018-09-22 19:00:00"
9245,2018-09-14 14:00:00,ABS,VENUSTIANO CARRANZA,19.4460107004614,-99.09686115319599,"Abuso, 2018-09-14 14:00:00"
9246,2018-09-25 08:30:00,ABS,MIGUEL HIDALGO,19.4115559956072,-99.19125681117609,"Abuso, 2018-09-25 08:30:00"
9247,2018-08-04 14:30:00,ABS,COYOACAN,19.344735548541802,-99.16447917420571,"Abuso, 2018-08-04 14:30:00"
9248,2018-09-25 13:18:00,ABS,CUAUHTEMOC,19.4259124288905,-99.15370340305809,"Abuso, 2018-09-25 13:18:00"
9249,2018-09-21 20:00:00,ABS,ALVARO OBREGON,19.329276039340698,-99.2843772561586,"Abuso, 2018-09-21 20:00:00"
9250,2018-09-25 10:20:00,ABS,IZTAPALAPA,19.347722804568104,-99.06406003884639,"Abuso, 2018-09-25 10:20:00"
9251,2018-09-20 15:00:00,ABS,GUSTAVO A MADERO,19.4946244286277,-99.13311830986,"Abuso, 2018-09-20 15:00:00"
9252,2018-09-27 15:50:00,ABS,IZTAPALAPA,19.2975687490553,-99.06844469113301,"Abuso, 2018-09-27 15:50:00"
9253,2018-08-17 20:30:00,ABS,ALVARO OBREGON,19.337494623793003,-99.2019108697883,"Abuso, 2018-08-17 20:30:00"
9254,2018-08-18 09:37:00,ABS,MIGUEL HIDALGO,19.425334782348603,-99.19192884140641,"Abuso, 2018-08-18 09:37:00"
9255,2018-08-18 22:30:00,ABS,COYOACAN,19.350099383084398,-99.16172525518559,"Abuso, 2018-08-18 22:30:00"
9256,2018-08-11 18:00:00,ABS,COYOACAN,19.3588423604994,-99.17193078012241,"Abuso, 2018-08-11 18:00:00"
9257,2018-08-19 13:00:00,ABS,IZTAPALAPA,19.3476326411091,-99.0248736505566,"Abuso, 2018-08-19 13:00:00"
